"DistinguishedName","DNSHostName","Enabled","Name","ObjectClass","ObjectGUID","SamAccountName","SID","UserPrincipalName"
"CN=COD88,OU=Computadores,OU=Comercial,OU=Matriz,OU=MA,OU=techlab_Brasil,DC=techlab,DC=br","COD88.techlab.br","True","COD88","computer","426effa4-3e7d-4f6b-b612-fa0564acdcac","COD88$","S-1-5-21-925037465-2226837016-4004537459-20943",
"CN=COD94,OU=Computadores,OU=Consultoria ESG,OU=Matriz,OU=MA,OU=techlab_Brasil,DC=techlab,DC=br","COD94.techlab.br","True","COD94","computer","f4da5f05-e83b-4bc4-b560-db3a422172eb","COD94$","S-1-5-21-925037465-2226837016-4004537459-20944",
"CN=COD233,OU=Computadores,OU=Bravo,OU=SP,OU=techlab_Brasil,DC=techlab,DC=br","COD233.techlab.br","True","COD233","computer","4eb5bbc4-ccf1-4546-b083-71f89eccccbf","COD233$","S-1-5-21-925037465-2226837016-4004537459-20946",
"CN=COD499,OU=Computadores,OU=Bravo,OU=SP,OU=techlab_Brasil,DC=techlab,DC=br","COD499.techlab.br","True","COD499","computer","11cb43c2-b48f-4a42-a002-5466a98089f0","COD499$","S-1-5-21-925037465-2226837016-4004537459-20949",
"CN=COD07,OU=Computadores,OU=Legislação e Pesquisa,OU=Matriz,OU=MA,OU=techlab_Brasil,DC=techlab,DC=br","COD07.techlab.br","True","COD07","computer","9320a836-27af-4d84-ab21-863b19d88c87","COD07$","S-1-5-21-925037465-2226837016-4004537459-20950",
"CN=COD16,OU=Computadores,OU=Consultoria ESG,OU=Matriz,OU=MA,OU=techlab_Brasil,DC=techlab,DC=br","COD16.techlab.br","True","COD16","computer","e97f4e7e-4c4c-4a87-9753-fe1a6b9349d2","COD16$","S-1-5-21-925037465-2226837016-4004537459-20953",
"CN=COD177,OU=Computadores,OU=Comercial,OU=Matriz,OU=MA,OU=techlab_Brasil,DC=techlab,DC=br","COD177.techlab.br","True","COD177","computer","10fd593f-bc55-4349-946d-8693a406fa08","COD177$","S-1-5-21-925037465-2226837016-4004537459-20954",
"CN=COD-03,OU=Computadores,OU=Administrativo - Financeiro,OU=Matriz,OU=MA,OU=techlab_Brasil,DC=techlab,DC=br","COD-03.techlab.br","True","COD-03","computer","21a4919d-e7ae-4c21-89c8-5ec5ad84ba51","COD-03$","S-1-5-21-925037465-2226837016-4004537459-22367",
"CN=COD-01,OU=Computadores,OU=Desenvolvimento,OU=TI,OU=Matriz,OU=MA,OU=techlab_Brasil,DC=techlab,DC=br","COD-01.techlab.br","True","COD-01","computer","5bab41d1-075d-40a0-9fbf-3479c236946e","COD-01$","S-1-5-21-925037465-2226837016-4004537459-20955",
"CN=COD179,OU=VOKE,OU=Matriz,OU=MA,OU=techlab_Brasil,DC=techlab,DC=br","COD179.techlab.br","True","COD179","computer","9a54e5bd-5b11-42fb-bc0e-1caba31f9d7c","COD179$","S-1-5-21-925037465-2226837016-4004537459-22369",
"CN=COD180,OU=VOKE,OU=Matriz,OU=MA,OU=techlab_Brasil,DC=techlab,DC=br","COD180.techlab.br","True","COD180","computer","e1901313-fae7-46fa-8133-08a7f8006c3c","COD180$","S-1-5-21-925037465-2226837016-4004537459-22370",
"CN=COD181,OU=VOKE,OU=Matriz,OU=MA,OU=techlab_Brasil,DC=techlab,DC=br","COD181.techlab.br","True","COD181","computer","825ca11c-08df-47c3-8e15-2891b1887982","COD181$","S-1-5-21-925037465-2226837016-4004537459-20956",
"CN=COD182,OU=VOKE,OU=Matriz,OU=MA,OU=techlab_Brasil,DC=techlab,DC=br","COD182.techlab.br","True","COD182","computer","1b00e0ba-75c0-4b7f-9de1-d8ca7f267657","COD182$","S-1-5-21-925037465-2226837016-4004537459-20957",
"CN=COD183,OU=VOKE,OU=Matriz,OU=MA,OU=techlab_Brasil,DC=techlab,DC=br","COD183.techlab.br","True","COD183","computer","abfc8ad7-b247-4244-9531-6bf6cc9a1604","COD183$","S-1-5-21-925037465-2226837016-4004537459-20958",
"CN=COD184,OU=Computadores,OU=Infra,OU=TI,OU=Matriz,OU=MA,OU=techlab_Brasil,DC=techlab,DC=br","COD184.techlab.br","True","COD184","computer","df9383a0-992e-4094-9efb-7538869b7571","COD184$","S-1-5-21-925037465-2226837016-4004537459-20959",
"CN=COD185,OU=Computadores,OU=Infra,OU=TI,OU=Matriz,OU=MA,OU=techlab_Brasil,DC=techlab,DC=br","COD185.techlab.br","True","COD185","computer","3ad5cc67-a0d2-4ca3-a658-7db94e5e65ba","COD185$","S-1-5-21-925037465-2226837016-4004537459-20960",
"CN=COD446,OU=Bravo,OU=SP,OU=techlab_Brasil,DC=techlab,DC=br","COD446.techlab.br","True","COD446","computer","9f39fbac-decd-4811-b6f8-1801b0fef441","COD446$","S-1-5-21-925037465-2226837016-4004537459-20961",
"CN=COD187,OU=VOKE,OU=Matriz,OU=MA,OU=techlab_Brasil,DC=techlab,DC=br","COD187.techlab.br","True","COD187","computer","e2fe3c32-64a4-4990-8e2c-3d28dc6ed7a2","COD187$","S-1-5-21-925037465-2226837016-4004537459-22372",
"CN=COD188,OU=VOKE,OU=Matriz,OU=MA,OU=techlab_Brasil,DC=techlab,DC=br","COD188.techlab.br","True","COD188","computer","e33ac7f5-d622-414a-8717-5ab6f155b440","COD188$","S-1-5-21-925037465-2226837016-4004537459-20964",
"CN=COD189,OU=VOKE,OU=Matriz,OU=MA,OU=techlab_Brasil,DC=techlab,DC=br","COD189.techlab.br","True","COD189","computer","1ff2da60-8626-4313-9074-5f0a3acf5439","COD189$","S-1-5-21-925037465-2226837016-4004537459-20965",
"CN=COD190,OU=VOKE,OU=Matriz,OU=MA,OU=techlab_Brasil,DC=techlab,DC=br","COD190.techlab.br","True","COD190","computer","2010741f-72f2-4249-8eac-66b54d6981d5","COD190$","S-1-5-21-925037465-2226837016-4004537459-20966",
"CN=COD191,OU=VOKE,OU=Matriz,OU=MA,OU=techlab_Brasil,DC=techlab,DC=br","COD191.techlab.br","True","COD191","computer","e113394d-21b2-4ae3-9d25-5cc7cf670a20","COD191$","S-1-5-21-925037465-2226837016-4004537459-22374",
"CN=COD186,OU=Computadores,OU=Comunicacao,OU=Matriz,OU=MA,OU=techlab_Brasil,DC=techlab,DC=br","COD186.techlab.br","True","COD186","computer","0275007a-d92f-4c2f-84fd-be359e0cf584","COD186$","S-1-5-21-925037465-2226837016-4004537459-20968",
"CN=DESKTOP-SA4SME9,CN=Computers,DC=techlab,DC=br","DESKTOP-SA4SME9.techlab.br","True","DESKTOP-SA4SME9","computer","67e36377-ebcc-41bc-ad4c-714871f5017a","DESKTOP-SA4SME9$","S-1-5-21-925037465-2226837016-4004537459-20970",
